,Grid_id,v1_lng,v1_lat,v2_lng,v2_lat,v3_lng,v3_lat,v4_lng,v4_lat,v5_lng,v5_lat,v6_lng,v6_lat,c_lng,c_lat,Index
6881,86f7c52ac9beccc7,103.95040999999999,30.77376,103.95449,30.777929999999998,103.95244,30.78358,103.94631,30.78505,103.94223000000001,30.78087,103.94428,30.77523,103.94836000000002,30.77940333333333,52
5290,4b4755a76aeb32f3,103.95045999999999,30.727390000000003,103.95454000000001,30.731559999999998,103.95249,30.737209999999997,103.94637,30.73868,103.94229,30.734509999999997,103.94434,30.72887,103.948415,30.733036666666663,53
5817,4ad5225dd49d7903,103.95052,30.681040000000003,103.95459,30.685209999999998,103.95255,30.69085,103.94641999999999,30.692320000000002,103.94235,30.68815,103.9444,30.682509999999997,103.94847166666666,30.686680000000006,54
118,9925b2f98ce3a5bc,103.95057,30.634690000000003,103.95464,30.638859999999998,103.9526,30.6445,103.94648000000001,30.645970000000002,103.94241,30.641809999999996,103.94445,30.63617,103.948525,30.64033333333333,55
8232,ed75ce6d31e57ede,103.95062,30.588359999999998,103.95469,30.59252,103.95265,30.598159999999996,103.94653000000001,30.59964,103.94246,30.59548,103.94451,30.589840000000002,103.94857666666667,30.594000000000005,56
7721,4ff0c47fe4f4d6ed,103.95067,30.542040000000004,103.95474,30.5462,103.9527,30.551840000000002,103.94659,30.553320000000003,103.94252,30.549159999999997,103.94456,30.54352,103.94863,30.54768,57
457,d2a64df916d6c9c9,103.95244,30.78358,103.95653,30.78775,103.95448,30.793390000000002,103.94835,30.794859999999996,103.94426999999999,30.79069,103.94631,30.78505,103.95039666666668,30.78922,58
5508,70e1cea599ee8bf8,103.95249,30.737209999999997,103.95657,30.74138,103.95453,30.747020000000003,103.9484,30.748490000000004,103.94431999999999,30.744320000000002,103.94637,30.73868,103.95044666666666,30.74285,59
6740,4e6b60761ce6ede4,103.95255,30.69085,103.95662,30.69502,103.95458,30.70066,103.94845,30.70213,103.94438000000001,30.69796,103.94641999999999,30.692320000000002,103.95049999999999,30.696489999999997,60
6462,87949fdb1919c16b,103.9526,30.6445,103.95666999999999,30.648670000000003,103.95461999999999,30.65431,103.94851,30.65578,103.94443000000001,30.651609999999998,103.94648000000001,30.645970000000002,103.95055166666668,30.650140000000004,61
2103,919a8c658da42871,103.95265,30.598159999999996,103.95671999999999,30.60233,103.95467,30.60797,103.94856,30.609440000000003,103.94449,30.60528,103.94653000000001,30.59964,103.95060333333333,30.60380333333333,62
4157,babd2b4dc6f93ddb,103.9527,30.551840000000002,103.95676999999999,30.556,103.95472,30.56164,103.94861,30.56312,103.94454,30.55896,103.94659,30.553320000000003,103.950655,30.55748,63
3210,5f6c6e465923a8b1,103.95448,30.793390000000002,103.95855999999999,30.79757,103.95651,30.803209999999996,103.95038000000001,30.804679999999998,103.9463,30.80051,103.94835,30.794859999999996,103.95242999999999,30.799036666666666,64
3291,c6536473f0f62a36,103.95453,30.747020000000003,103.95861,30.75119,103.95656,30.756829999999997,103.95043000000001,30.7583,103.94635,30.75413,103.9484,30.748490000000004,103.95248,30.752660000000002,65
8396,5bd6cd9c5da1eeed,103.95458,30.70066,103.95865,30.704829999999998,103.95661,30.71047,103.95048,30.711940000000002,103.94641,30.70777,103.94845,30.70213,103.95253000000001,30.706300000000002,66
5729,ef745ffdf9c3c139,103.95461999999999,30.65431,103.9587,30.65847,103.95665,30.664109999999997,103.95053,30.66559,103.94646,30.66142,103.94851,30.65578,103.9525783333333,30.659946666666666,67
4135,3638a171de3f731c,103.95467,30.60797,103.95875,30.61213,103.9567,30.61777,103.95059,30.61925,103.94651,30.61508,103.94856,30.609440000000003,103.95263,30.61360666666667,68
6658,44b47a5cd2ce68c9,103.95472,30.56164,103.95879000000001,30.5658,103.95675,30.571440000000003,103.95064,30.57292,103.94657,30.568759999999997,103.94861,30.56312,103.95268,30.567279999999997,69
8082,5980a3c80809f746,103.95651,30.803209999999996,103.96059,30.80738,103.95854,30.813029999999998,103.95241,30.8145,103.94833,30.81032,103.95038000000001,30.804679999999998,103.95446,30.80885333333333,70
4929,5f61cd1f05d9e2fb,103.95656,30.756829999999997,103.96064,30.761,103.95859,30.76665,103.95246,30.76812,103.94838,30.76395,103.95043000000001,30.7583,103.95451000000001,30.762475,71
5021,883629064fe052c6,103.95661,30.71047,103.96068000000001,30.714640000000003,103.95864,30.72028,103.95251,30.72175,103.94843,30.717579999999998,103.95048,30.711940000000002,103.95455833333334,30.71611,72
7186,6b02c8327bb2f507,103.95665,30.664109999999997,103.96073,30.66828,103.95868,30.673920000000003,103.95255999999999,30.6754,103.94849,30.671229999999998,103.95053,30.66559,103.95460666666666,30.669755,73
4175,2348b5267ce95a73,103.9567,30.61777,103.96077,30.621940000000002,103.95873,30.62758,103.95260999999999,30.62905,103.94854000000001,30.62489,103.95059,30.61925,103.95465666666666,30.623413333333332,74
2317,01c074a9828a20fb,103.95675,30.571440000000003,103.96082,30.5756,103.95878,30.58124,103.95266,30.582720000000002,103.94859,30.578559999999996,103.95064,30.57292,103.95470666666667,30.577080000000006,75
815,711c2fa82d172fff,103.95854,30.813029999999998,103.96263,30.8172,103.96058000000001,30.82285,103.95444,30.82432,103.95036,30.820140000000002,103.95241,30.8145,103.95649333333334,30.818673333333336,76
7228,2c84e344fd131a4e,103.95859,30.76665,103.96266999999999,30.77082,103.96061999999999,30.776459999999997,103.95449,30.777929999999998,103.95040999999999,30.77376,103.95246,30.76812,103.95654,30.77229,77
4480,e00ebdc5cf3124de,103.95864,30.72028,103.96271,30.72445,103.96067,30.73009,103.95454000000001,30.731559999999998,103.95045999999999,30.727390000000003,103.95251,30.72175,103.95658833333333,30.725920000000002,78
6018,27443b0f793bef2d,103.95868,30.673920000000003,103.96276,30.67809,103.96070999999999,30.683729999999997,103.95459,30.685209999999998,103.95052,30.681040000000003,103.95255999999999,30.6754,103.95663666666667,30.679565,79
5797,9d23dfcea1155312,103.95873,30.62758,103.9628,30.63174,103.96076,30.63738,103.95464,30.638859999999998,103.95057,30.634690000000003,103.95260999999999,30.62905,103.956685,30.63321666666667,80
8222,9c4fb28d12e76c54,103.95878,30.58124,103.96285,30.585409999999996,103.96081,30.59105,103.95469,30.59252,103.95062,30.588359999999998,103.95266,30.582720000000002,103.956735,30.586883333333333,81
5381,803b0c6a3aca0239,103.95881999999999,30.53492,103.96289,30.53908,103.96085,30.54472,103.95474,30.5462,103.95067,30.542040000000004,103.95271,30.5364,103.95678000000002,30.54056,82
5287,ca9db79ecbd92c02,103.96058000000001,30.82285,103.96466,30.82702,103.96261,30.83267,103.95648,30.83413,103.95239000000001,30.829959999999996,103.95444,30.82432,103.95852666666667,30.828491666666665,83
3534,e39b32132e4abc30,103.96061999999999,30.776459999999997,103.9647,30.780640000000002,103.96266,30.786279999999998,103.95653,30.78775,103.95244,30.78358,103.95449,30.777929999999998,103.95857333333332,30.782106666666667,84
3178,7be9d462cbf515b4,103.96067,30.73009,103.96475,30.73426,103.9627,30.7399,103.95657,30.74138,103.95249,30.737209999999997,103.95454000000001,30.731559999999998,103.95862,30.735733333333332,85
7123,651d6571c2eb46c3,103.96070999999999,30.683729999999997,103.96479000000001,30.6879,103.96274,30.693540000000002,103.95662,30.69502,103.95255,30.69085,103.95459,30.685209999999998,103.95866666666666,30.689375000000002,86
8345,342e9f8179427d28,103.96076,30.63738,103.96483,30.64155,103.96279,30.647190000000002,103.95666999999999,30.648670000000003,103.9526,30.6445,103.95464,30.638859999999998,103.958715,30.643024999999998,87
922,ae927d9934a2b418,103.96081,30.59105,103.96488000000001,30.595209999999998,103.96283000000001,30.60085,103.95671999999999,30.60233,103.95265,30.598159999999996,103.95469,30.59252,103.95876333333335,30.596686666666667,88
4110,a3c3fd308536e1e3,103.96085,30.54472,103.96491999999999,30.54888,103.96288,30.55452,103.95676999999999,30.556,103.9527,30.551840000000002,103.95474,30.5462,103.95880999999999,30.55036,89
6406,09b55c242e1fc8ca,103.96266,30.786279999999998,103.96674,30.79045,103.96469,30.7961,103.95855999999999,30.79757,103.95448,30.793390000000002,103.95653,30.78775,103.96061000000002,30.791923333333333,90
1210,ba95f89219b105c9,103.9627,30.7399,103.96678,30.74408,103.96473,30.74972,103.95861,30.75119,103.95453,30.747020000000003,103.95657,30.74138,103.96065333333335,30.745548333333332,91
1199,dd60033184ee8e91,103.96274,30.693540000000002,103.96682,30.697709999999997,103.96478,30.70335,103.95865,30.704829999999998,103.95458,30.70066,103.95662,30.69502,103.96069833333333,30.699185,92
6059,7025c9cbefee9356,103.96279,30.647190000000002,103.96686,30.651359999999997,103.96481999999999,30.657,103.9587,30.65847,103.95461999999999,30.65431,103.95666999999999,30.648670000000003,103.96074333333333,30.652833333333337,93
4316,651a058d5d633d0f,103.96283000000001,30.60085,103.96691,30.605009999999996,103.96486,30.61065,103.95875,30.61213,103.95467,30.60797,103.95671999999999,30.60233,103.96079000000002,30.606489999999997,94
518,a625fc7b2d1c6435,103.96288,30.55452,103.96695,30.55868,103.96491,30.564320000000002,103.95879000000001,30.5658,103.95472,30.56164,103.95676999999999,30.556,103.96083666666665,30.56016,95
1466,e25040bf29b0fea0,103.96469,30.7961,103.96876999999999,30.80027,103.96672,30.805909999999997,103.96059,30.80738,103.95651,30.803209999999996,103.95855999999999,30.79757,103.96264000000001,30.80174,96
283,41e70789361acb14,103.96473,30.74972,103.96880999999999,30.753890000000002,103.96677,30.759529999999998,103.96064,30.761,103.95656,30.756829999999997,103.95861,30.75119,103.96268666666667,30.75536,97
59,739842a1d11fe778,103.96478,30.70335,103.96885,30.707520000000002,103.96681,30.71316,103.96068000000001,30.714640000000003,103.95661,30.71047,103.95865,30.704829999999998,103.96273000000001,30.708995,98
4338,c0627a358ab89e97,103.96481999999999,30.657,103.9689,30.66116,103.96685,30.666809999999998,103.96073,30.66828,103.95665,30.664109999999997,103.9587,30.65847,103.96277500000001,30.662638333333334,99
1864,8725face70e62459,103.96486,30.61065,103.96894,30.61482,103.96689,30.620459999999998,103.96077,30.621940000000002,103.9567,30.61777,103.95875,30.61213,103.96281833333335,30.616295000000004,100
6621,d8bd4eefabd1ad7e,103.96491,30.564320000000002,103.96898,30.568479999999997,103.96693,30.57413,103.96082,30.5756,103.95675,30.571440000000003,103.95879000000001,30.5658,103.96286333333335,30.569961666666668,101
6042,b2a39508756e29a5,103.96672,30.805909999999997,103.97081,30.810090000000002,103.96876,30.81573,103.96263,30.8172,103.95854,30.813029999999998,103.96059,30.80738,103.964675,30.811556666666664,102
2890,2d380175ed4277fb,103.96677,30.759529999999998,103.97085,30.7637,103.9688,30.76935,103.96266999999999,30.77082,103.95859,30.76665,103.96064,30.761,103.96472,30.765175,103
7709,e6f0e1cc8fba2325,103.96681,30.71316,103.97089,30.71733,103.96884,30.72298,103.96271,30.72445,103.95864,30.72028,103.96068000000001,30.714640000000003,103.96476166666667,30.718806666666666,104
5975,ea707efc68ca01bb,103.96685,30.666809999999998,103.97093000000001,30.67097,103.96888,30.676609999999997,103.96276,30.67809,103.95868,30.673920000000003,103.96073,30.66828,103.964805,30.67244666666667,105
1600,fa8409033a88af07,103.96689,30.620459999999998,103.97097,30.62462,103.96892,30.63027,103.9628,30.63174,103.95873,30.62758,103.96077,30.621940000000002,103.96484666666669,30.626101666666667,106
5744,e07508edddaa6f52,103.96693,30.57413,103.97100999999999,30.578290000000003,103.96896,30.58393,103.96285,30.585409999999996,103.95878,30.58124,103.96082,30.5756,103.96489166666667,30.579766666666668,107
1515,8bf22e17b7f6f314,103.96876,30.81573,103.97284,30.819909999999997,103.97079000000001,30.82555,103.96466,30.82702,103.96058000000001,30.82285,103.96263,30.8172,103.96670999999999,30.821376666666662,108
7302,0f135a085d3d5cf8,103.9688,30.76935,103.97288,30.77352,103.97083,30.779159999999997,103.9647,30.780640000000002,103.96061999999999,30.776459999999997,103.96266999999999,30.77082,103.96674999999999,30.774991666666665,109
6282,6b035865a206ad0e,103.96884,30.72298,103.97292,30.72715,103.97086999999999,30.73279,103.96475,30.73426,103.96067,30.73009,103.96271,30.72445,103.96679333333333,30.728619999999996,110
6611,305fab5b6c6431f3,103.96888,30.676609999999997,103.97296,30.68078,103.97091,30.686420000000002,103.96479000000001,30.6879,103.96070999999999,30.683729999999997,103.96276,30.67809,103.966835,30.682254999999998,111
5611,830c2db8159cc4f4,103.96892,30.63027,103.973,30.63443,103.97095,30.64007,103.96483,30.64155,103.96076,30.63738,103.9628,30.63174,103.96687666666666,30.635906666666667,112
7784,1c771a2dbaf2b125,103.96896,30.58393,103.97304,30.58809,103.97099,30.593729999999997,103.96488000000001,30.595209999999998,103.96081,30.59105,103.96285,30.585409999999996,103.96692166666668,30.58957,113
6370,200c7620e82e60c7,103.969,30.5376,103.97306999999999,30.541759999999996,103.97103,30.5474,103.96491999999999,30.54888,103.96085,30.54472,103.96289,30.53908,103.96696000000001,30.543239999999997,114
2802,972e69e6813accb9,103.97083,30.779159999999997,103.97492,30.783340000000003,103.97287,30.78898,103.96674,30.79045,103.96266,30.786279999999998,103.9647,30.780640000000002,103.96878666666667,30.784808333333334,115
4291,728196f8630057f0,103.97086999999999,30.73279,103.97495,30.736959999999996,103.97291,30.7426,103.96678,30.74408,103.9627,30.7399,103.96475,30.73426,103.96882666666666,30.738431666666667,116
47,f0ece52f91ff0b4c,103.97091,30.686420000000002,103.97499,30.690590000000004,103.97295,30.696240000000003,103.96682,30.697709999999997,103.96274,30.693540000000002,103.96479000000001,30.6879,103.96886666666667,30.692066666666665,117
6681,2746f4b6f1e2183e,103.97095,30.64007,103.97503,30.644240000000003,103.97298,30.64988,103.96686,30.651359999999997,103.96279,30.647190000000002,103.96483,30.64155,103.96890666666667,30.645715,118
1416,65addb47eff56c84,103.97099,30.593729999999997,103.97507,30.597890000000003,103.97301999999999,30.603540000000002,103.96691,30.605009999999996,103.96283000000001,30.60085,103.96488000000001,30.595209999999998,103.96895,30.59937166666667,119
3796,721713cf921fd0df,103.97103,30.5474,103.9751,30.55156,103.97306,30.5572,103.96695,30.55868,103.96288,30.55452,103.96491999999999,30.54888,103.96899,30.55304,120
857,3e0db8f13f948f16,103.97287,30.78898,103.97695,30.79315,103.9749,30.7988,103.96876999999999,30.80027,103.96469,30.7961,103.96674,30.79045,103.97081999999999,30.794625,121
4596,1d4de1145aa14cd2,103.97291,30.7426,103.97699,30.74677,103.97494,30.75242,103.96880999999999,30.753890000000002,103.96473,30.74972,103.96678,30.74408,103.97086,30.74824666666667,122
8266,ab7915fadd7a2529,103.97295,30.696240000000003,103.97702,30.7004,103.97498,30.70605,103.96885,30.707520000000002,103.96478,30.70335,103.96682,30.697709999999997,103.97090000000001,30.701878333333337,123
435,21cc760ee9ff1b78,103.97298,30.64988,103.97706,30.65405,103.97502,30.65969,103.9689,30.66116,103.96481999999999,30.657,103.96686,30.651359999999997,103.97094,30.65552333333333,124
4422,3cfbcf80c4f5a871,103.97301999999999,30.603540000000002,103.9771,30.6077,103.97505,30.61334,103.96894,30.61482,103.96486,30.61065,103.96691,30.605009999999996,103.97098,30.609176666666666,125
5286,6f199f7e703992ed,103.97306,30.5572,103.97713,30.56137,103.97509000000001,30.567009999999996,103.96898,30.568479999999997,103.96491,30.564320000000002,103.96695,30.55868,103.97102000000001,30.562843333333333,126
1556,12f4be5d2c39cc5d,103.9749,30.7988,103.97899,30.802970000000002,103.97694,30.80862,103.97081,30.810090000000002,103.96672,30.805909999999997,103.96876999999999,30.80027,103.972855,30.804443333333335,127
7863,88eaa153d7ad03a3,103.97494,30.75242,103.97901999999999,30.756590000000003,103.97698000000001,30.76223,103.97085,30.7637,103.96677,30.759529999999998,103.96880999999999,30.753890000000002,103.972895,30.75806,128
7562,85a523dfa4436ef0,103.97498,30.70605,103.97906,30.71022,103.97700999999999,30.71586,103.97089,30.71733,103.96681,30.71316,103.96885,30.707520000000002,103.97293333333333,30.711689999999994,129
2645,c46248141abf9a7e,103.97502,30.65969,103.97909,30.66385,103.97705,30.6695,103.97093000000001,30.67097,103.96685,30.666809999999998,103.9689,30.66116,103.97297333333334,30.66533,130
4577,445cf89fa4c94f1e,103.97505,30.61334,103.97913,30.61751,103.97708,30.62315,103.97097,30.62462,103.96689,30.620459999999998,103.96894,30.61482,103.97301,30.618983333333336,131
3009,e6424e78018e9d93,103.97509000000001,30.567009999999996,103.97916,30.571170000000002,103.97712,30.57681,103.97100999999999,30.578290000000003,103.96693,30.57413,103.96898,30.568479999999997,103.97304833333334,30.572648333333333,132
7961,08ec45ed36fc306a,103.97694,30.80862,103.98103,30.812790000000003,103.97898,30.818440000000002,103.97284,30.819909999999997,103.96876,30.81573,103.97081,30.810090000000002,103.97489333333334,30.814263333333333,133
6891,7db96b441ba48546,103.97698000000001,30.76223,103.98106,30.7664,103.97901,30.77205,103.97288,30.77352,103.9688,30.76935,103.97085,30.7637,103.97493000000001,30.767875,134
1396,d94a2d82685a7c00,103.97700999999999,30.71586,103.98109000000001,30.720029999999998,103.97905,30.72567,103.97292,30.72715,103.96884,30.72298,103.97089,30.71733,103.97496666666666,30.721503333333334,135
4116,79a0fe15e57e8f67,103.97705,30.6695,103.98113000000001,30.673659999999998,103.97908000000001,30.679309999999997,103.97296,30.68078,103.96888,30.676609999999997,103.97093000000001,30.67097,103.97500500000001,30.675138333333337,136
